order_id,shipping_mode,days_for_shipping,days_for_shipment_scheduled,late_delivery,delivery_status
26494,Standard Class,5,4,1,Late delivery
23444,Standard Class,5,4,1,Late delivery
26129,Standard Class,5,4,1,Late delivery
20500,Standard Class,6,4,1,Late delivery
27324,Standard Class,5,4,1,Late delivery
40384,Standard Class,5,4,1,Late delivery
40564,Standard Class,5,4,1,Late delivery
38704,Standard Class,5,4,1,Late delivery
41100,Standard Class,6,4,1,Late delivery
47243,First Class,2,1,1,Late delivery
49922,First Class,2,1,1,Late delivery
43543,First Class,2,1,1,Late delivery
45940,First Class,2,1,1,Late delivery
48920,First Class,2,1,1,Late delivery
43150,First Class,2,1,1,Late delivery
43181,First Class,2,1,1,Late delivery
64574,First Class,2,1,1,Late delivery
62247,First Class,2,1,1,Late delivery
13396,First Class,2,1,1,Late delivery
63417,First Class,2,1,1,Late delivery
18718,First Class,2,1,1,Late delivery
15622,First Class,2,1,1,Late delivery
63667,First Class,2,1,1,Late delivery
13281,First Class,2,1,1,Late delivery
15372,First Class,2,1,1,Late delivery
66947,First Class,2,1,1,Late delivery
16387,First Class,2,1,1,Late delivery
19033,First Class,2,1,1,Late delivery
65781,First Class,2,1,1,Late delivery
15481,First Class,2,1,1,Late delivery
10822,First Class,2,1,1,Late delivery
64584,First Class,2,1,1,Late delivery
45739,Same Day,1,0,1,Late delivery
19148,Same Day,1,0,1,Late delivery
65260,Same Day,1,0,1,Late delivery
10958,Same Day,1,0,1,Late delivery
51902,Same Day,1,0,1,Late delivery
9108,Same Day,1,0,1,Late delivery
22727,Same Day,1,0,1,Late delivery
43002,Same Day,1,0,1,Late delivery
68497,Same Day,1,0,1,Late delivery
19012,Same Day,1,0,1,Late delivery
20264,Same Day,1,0,1,Late delivery
6826,Same Day,1,0,1,Late delivery
56970,Same Day,1,0,1,Late delivery
51926,Same Day,1,0,1,Late delivery
23015,Same Day,1,0,1,Late delivery
35944,Same Day,1,0,1,Late delivery
39524,Same Day,1,0,1,Late delivery
61895,Same Day,1,0,1,Late delivery
9025,Same Day,1,0,1,Late delivery
57666,Same Day,1,0,1,Late delivery
29449,Same Day,1,0,1,Late delivery
29290,Same Day,1,0,1,Late delivery
31894,Same Day,1,0,1,Late delivery
815,Same Day,1,0,1,Late delivery
28018,Same Day,1,0,1,Late delivery
26985,Same Day,1,0,1,Late delivery
23428,Same Day,1,0,1,Late delivery
44649,Second Class,5,2,1,Late delivery
49529,Second Class,5,2,1,Late delivery
49127,Second Class,3,2,1,Late delivery
63113,Second Class,4,2,1,Late delivery
67010,Second Class,6,2,1,Late delivery
13328,Second Class,4,2,1,Late delivery
16737,Second Class,3,2,1,Late delivery
68512,Second Class,3,2,1,Late delivery
18155,Second Class,6,2,1,Late delivery
19680,Second Class,6,2,1,Late delivery
11935,Second Class,6,2,1,Late delivery
11388,Second Class,4,2,1,Late delivery
65507,Second Class,3,2,1,Late delivery
62877,Second Class,3,2,1,Late delivery
11139,Second Class,5,2,1,Late delivery
2364,Second Class,5,2,1,Late delivery
5187,Second Class,3,2,1,Late delivery
59355,Second Class,6,2,1,Late delivery
3610,Second Class,6,2,1,Late delivery
10162,Second Class,3,2,1,Late delivery
55760,Second Class,6,2,1,Late delivery
58953,Second Class,4,2,1,Late delivery
55143,Second Class,4,2,1,Late delivery
652,Second Class,3,2,1,Late delivery
7885,Second Class,6,2,1,Late delivery
24785,Second Class,6,2,1,Late delivery
48175,Second Class,6,2,1,Late delivery
23787,Second Class,3,2,1,Late delivery
47122,Second Class,3,2,1,Late delivery
25028,Second Class,4,2,1,Late delivery
49447,Second Class,3,2,1,Late delivery
40817,Second Class,3,2,1,Late delivery
40260,Second Class,6,2,1,Late delivery
34558,Second Class,4,2,1,Late delivery
37728,Second Class,4,2,1,Late delivery
32553,Second Class,4,2,1,Late delivery
36860,Second Class,6,2,1,Late delivery
39573,Second Class,4,2,1,Late delivery
35059,Second Class,5,2,1,Late delivery
38725,Second Class,6,2,1,Late delivery
43050,Second Class,6,2,1,Late delivery
46263,Second Class,4,2,1,Late delivery
48898,Second Class,4,2,1,Late delivery
42769,Second Class,5,2,1,Late delivery
13409,Second Class,5,2,1,Late delivery
13033,Second Class,4,2,1,Late delivery
67844,Second Class,5,2,1,Late delivery
16579,Second Class,5,2,1,Late delivery
65150,Second Class,6,2,1,Late delivery
15789,Second Class,5,2,1,Late delivery
64703,Second Class,4,2,1,Late delivery
62228,Second Class,4,2,1,Late delivery
19488,Second Class,4,2,1,Late delivery
58417,Second Class,3,2,1,Late delivery
51994,Second Class,5,2,1,Late delivery
58135,Second Class,6,2,1,Late delivery
60270,Second Class,6,2,1,Late delivery
1044,Second Class,5,2,1,Late delivery
7253,Second Class,4,2,1,Late delivery
7468,Second Class,4,2,1,Late delivery
61549,Second Class,5,2,1,Late delivery
7678,Second Class,4,2,1,Late delivery
55855,Second Class,6,2,1,Late delivery
314,Second Class,5,2,1,Late delivery
9337,Second Class,3,2,1,Late delivery
7352,Second Class,3,2,1,Late delivery
31019,Second Class,5,2,1,Late delivery
27305,Second Class,6,2,1,Late delivery
30294,Second Class,5,2,1,Late delivery
27280,Second Class,6,2,1,Late delivery
51045,Second Class,6,2,1,Late delivery
21249,Second Class,5,2,1,Late delivery
20472,Second Class,3,2,1,Late delivery
40977,Second Class,3,2,1,Late delivery
39658,Second Class,4,2,1,Late delivery
32024,Second Class,5,2,1,Late delivery
48874,Second Class,5,2,1,Late delivery
48373,Second Class,4,2,1,Late delivery
42604,Second Class,5,2,1,Late delivery
19240,Second Class,6,2,1,Late delivery
63492,Second Class,3,2,1,Late delivery
67850,Second Class,6,2,1,Late delivery
63940,Second Class,6,2,1,Late delivery
15394,Second Class,5,2,1,Late delivery
63380,Second Class,6,2,1,Late delivery
62559,Second Class,5,2,1,Late delivery
67798,Second Class,4,2,1,Late delivery
62558,Second Class,4,2,1,Late delivery
13567,Second Class,3,2,1,Late delivery
10539,Second Class,5,2,1,Late delivery
63329,Second Class,5,2,1,Late delivery
1118,Second Class,4,2,1,Late delivery
10240,Second Class,6,2,1,Late delivery
58617,Second Class,3,2,1,Late delivery
7777,Second Class,3,2,1,Late delivery
52232,Second Class,3,2,1,Late delivery
57165,Second Class,6,2,1,Late delivery
51493,Second Class,4,2,1,Late delivery
22820,Second Class,6,2,1,Late delivery
23323,Second Class,4,2,1,Late delivery
45459,Second Class,5,2,1,Late delivery
22643,Second Class,4,2,1,Late delivery
45250,Second Class,6,2,1,Late delivery
43363,Second Class,4,2,1,Late delivery
28240,Second Class,6,2,1,Late delivery
20397,Second Class,3,2,1,Late delivery
31754,Second Class,5,2,1,Late delivery
33788,Second Class,4,2,1,Late delivery
31705,Second Class,6,2,1,Late delivery
33510,Second Class,6,2,1,Late delivery
46935,Second Class,6,2,1,Late delivery
47655,Second Class,6,2,1,Late delivery
49649,Second Class,5,2,1,Late delivery
41660,Second Class,6,2,1,Late delivery
64932,Second Class,3,2,1,Late delivery
12434,Second Class,5,2,1,Late delivery
47184,Second Class,5,2,1,Late delivery
67650,Second Class,6,2,1,Late delivery
65364,Second Class,5,2,1,Late delivery
14450,Second Class,6,2,1,Late delivery
10805,Second Class,6,2,1,Late delivery
66932,Second Class,3,2,1,Late delivery
13910,Second Class,6,2,1,Late delivery
43108,Second Class,4,2,1,Late delivery
5419,Second Class,5,2,1,Late delivery
1683,Second Class,4,2,1,Late delivery
1045,Second Class,6,2,1,Late delivery
57389,Second Class,5,2,1,Late delivery
58332,Second Class,3,2,1,Late delivery
52902,Second Class,3,2,1,Late delivery
1608,Second Class,4,2,1,Late delivery
5958,Second Class,4,2,1,Late delivery
54368,Second Class,4,2,1,Late delivery
6095,Second Class,6,2,1,Late delivery
42053,Second Class,4,2,1,Late delivery
26589,Second Class,5,2,1,Late delivery
21890,Second Class,6,2,1,Late delivery
48323,Second Class,4,2,1,Late delivery
28177,Second Class,3,2,1,Late delivery
21290,Second Class,6,2,1,Late delivery
23679,Second Class,5,2,1,Late delivery
51190,Second Class,6,2,1,Late delivery
24908,Second Class,4,2,1,Late delivery
34009,Second Class,5,2,1,Late delivery
41252,Second Class,3,2,1,Late delivery
40014,Second Class,5,2,1,Late delivery
38428,Second Class,4,2,1,Late delivery
35658,Second Class,4,2,1,Late delivery
40299,Second Class,5,2,1,Late delivery
36308,Second Class,4,2,1,Late delivery
50005,Second Class,6,2,1,Late delivery
16410,Second Class,6,2,1,Late delivery
16605,Second Class,6,2,1,Late delivery
16384,Second Class,5,2,1,Late delivery
62152,Second Class,3,2,1,Late delivery
17133,Second Class,4,2,1,Late delivery
64220,Second Class,6,2,1,Late delivery
57257,Second Class,3,2,1,Late delivery
6747,Second Class,3,2,1,Late delivery
4677,Second Class,3,2,1,Late delivery
3320,Second Class,6,2,1,Late delivery
3255,Second Class,6,2,1,Late delivery
26645,Second Class,6,2,1,Late delivery
21209,Second Class,5,2,1,Late delivery
46650,Second Class,6,2,1,Late delivery
24999,Second Class,5,2,1,Late delivery
49429,Second Class,5,2,1,Late delivery
30340,Second Class,6,2,1,Late delivery
28730,Second Class,6,2,1,Late delivery
40938,Second Class,4,2,1,Late delivery
40118,Second Class,4,2,1,Late delivery
39829,Second Class,5,2,1,Late delivery
35050,Second Class,6,2,1,Late delivery
36208,Second Class,4,2,1,Late delivery
32042,Second Class,3,2,1,Late delivery
46215,Standard Class,6,4,1,Late delivery
49945,Standard Class,6,4,1,Late delivery
43420,Standard Class,6,4,1,Late delivery
17265,Standard Class,6,4,1,Late delivery
14875,Standard Class,6,4,1,Late delivery
68655,Standard Class,6,4,1,Late delivery
19235,Standard Class,6,4,1,Late delivery
67675,Standard Class,6,4,1,Late delivery
18179,Standard Class,5,4,1,Late delivery
64684,Standard Class,5,4,1,Late delivery
14045,Standard Class,6,4,1,Late delivery
62485,Standard Class,6,4,1,Late delivery
64224,Standard Class,5,4,1,Late delivery
67125,Standard Class,6,4,1,Late delivery
17624,Standard Class,5,4,1,Late delivery
16325,Standard Class,6,4,1,Late delivery
62099,Standard Class,5,4,1,Late delivery
7381,Same Day,1,0,1,Late delivery
33421,Same Day,1,0,1,Late delivery
39937,Same Day,1,0,1,Late delivery
14155,Same Day,1,0,1,Late delivery
28704,Same Day,1,0,1,Late delivery
39935,Same Day,1,0,1,Late delivery
61021,Same Day,1,0,1,Late delivery
55736,Same Day,1,0,1,Late delivery
7806,Same Day,1,0,1,Late delivery
49044,Same Day,1,0,1,Late delivery
8289,Same Day,1,0,1,Late delivery
32585,Same Day,1,0,1,Late delivery
51128,Second Class,4,2,1,Late delivery
51127,Second Class,3,2,1,Late delivery
17475,Second Class,6,2,1,Late delivery
65155,Second Class,6,2,1,Late delivery
18760,Second Class,6,2,1,Late delivery
63860,Second Class,6,2,1,Late delivery
18750,Second Class,6,2,1,Late delivery
17244,Second Class,5,2,1,Late delivery
50767,Second Class,3,2,1,Late delivery
54577,Second Class,3,2,1,Late delivery
7812,Second Class,3,2,1,Late delivery
53309,Second Class,5,2,1,Late delivery
56269,Second Class,5,2,1,Late delivery
287,Second Class,3,2,1,Late delivery
2638,Second Class,4,2,1,Late delivery
58450,Second Class,6,2,1,Late delivery
9820,Second Class,6,2,1,Late delivery
2795,Second Class,6,2,1,Late delivery
5878,Second Class,4,2,1,Late delivery
21103,Second Class,4,2,1,Late delivery
39513,Second Class,4,2,1,Late delivery
34802,Second Class,3,2,1,Late delivery
39805,Second Class,6,2,1,Late delivery
33993,Second Class,4,2,1,Late delivery
38688,Second Class,4,2,1,Late delivery
33415,Second Class,6,2,1,Late delivery
42797,Second Class,3,2,1,Late delivery
42512,Second Class,3,2,1,Late delivery
44817,Second Class,3,2,1,Late delivery
42615,Second Class,6,2,1,Late delivery
11173,Second Class,4,2,1,Late delivery
11127,Second Class,3,2,1,Late delivery
68128,Second Class,4,2,1,Late delivery
62428,Second Class,4,2,1,Late delivery
46423,Second Class,4,2,1,Late delivery
12792,Second Class,3,2,1,Late delivery
68670,Second Class,6,2,1,Late delivery
52597,Second Class,3,2,1,Late delivery
53643,Second Class,4,2,1,Late delivery
7434,Second Class,5,2,1,Late delivery
9520,Second Class,6,2,1,Late delivery
778,Second Class,4,2,1,Late delivery
27637,Second Class,3,2,1,Late delivery
50448,Second Class,4,2,1,Late delivery
45934,Second Class,5,2,1,Late delivery
31243,Second Class,4,2,1,Late delivery
28104,Second Class,5,2,1,Late delivery
26252,Second Class,3,2,1,Late delivery
21562,Second Class,3,2,1,Late delivery
33904,Second Class,5,2,1,Late delivery
41094,Second Class,5,2,1,Late delivery
34259,Second Class,5,2,1,Late delivery
35657,Second Class,3,2,1,Late delivery
42892,Second Class,3,2,1,Late delivery
63323,Second Class,4,2,1,Late delivery
13769,Second Class,5,2,1,Late delivery
50315,Second Class,6,2,1,Late delivery
17009,Second Class,5,2,1,Late delivery
68413,Second Class,4,2,1,Late delivery
43907,Second Class,3,2,1,Late delivery
61985,Second Class,6,2,1,Late delivery
52130,Second Class,6,2,1,Late delivery
60414,Second Class,5,2,1,Late delivery
52790,Second Class,6,2,1,Late delivery
59793,Second Class,4,2,1,Late delivery
9138,Second Class,4,2,1,Late delivery
24188,Second Class,4,2,1,Late delivery
22385,Second Class,6,2,1,Late delivery
26427,Second Class,3,2,1,Late delivery
30569,Second Class,5,2,1,Late delivery
25244,Second Class,5,2,1,Late delivery
29802,Second Class,3,2,1,Late delivery
36025,Second Class,6,2,1,Late delivery
33397,Second Class,3,2,1,Late delivery
40559,Second Class,5,2,1,Late delivery
36410,Second Class,6,2,1,Late delivery
35665,Second Class,6,2,1,Late delivery
36845,Second Class,6,2,1,Late delivery
35408,Second Class,4,2,1,Late delivery
47757,Second Class,3,2,1,Late delivery
11504,Second Class,5,2,1,Late delivery
11147,Second Class,3,2,1,Late delivery
68353,Second Class,4,2,1,Late delivery
7579,Second Class,5,2,1,Late delivery
61083,Second Class,4,2,1,Late delivery
4770,Second Class,6,2,1,Late delivery
51488,Second Class,4,2,1,Late delivery
2768,Second Class,4,2,1,Late delivery
5209,Second Class,5,2,1,Late delivery
59927,Second Class,3,2,1,Late delivery
46413,Second Class,4,2,1,Late delivery
26308,Second Class,4,2,1,Late delivery
23672,Second Class,3,2,1,Late delivery
20478,Second Class,4,2,1,Late delivery
51104,Second Class,5,2,1,Late delivery
39369,Second Class,5,2,1,Late delivery
33323,Second Class,4,2,1,Late delivery
32812,Second Class,3,2,1,Late delivery
39667,Second Class,3,2,1,Late delivery
40914,Second Class,5,2,1,Late delivery
66569,Second Class,5,2,1,Late delivery
68127,Second Class,3,2,1,Late delivery
49917,Second Class,3,2,1,Late delivery
65485,Second Class,6,2,1,Late delivery
64033,Second Class,4,2,1,Late delivery
61867,Second Class,3,2,1,Late delivery
52283,Second Class,4,2,1,Late delivery
57449,Second Class,5,2,1,Late delivery
61482,Second Class,3,2,1,Late delivery
56050,Second Class,6,2,1,Late delivery
545,Second Class,6,2,1,Late delivery
3680,Second Class,6,2,1,Late delivery
61129,Second Class,5,2,1,Late delivery
55653,Second Class,4,2,1,Late delivery
42297,Second Class,3,2,1,Late delivery
25960,Second Class,6,2,1,Late delivery
20480,Second Class,6,2,1,Late delivery
23118,Second Class,4,2,1,Late delivery
32420,Second Class,6,2,1,Late delivery
40000,Second Class,6,2,1,Late delivery
37233,Second Class,4,2,1,Late delivery
47434,Standard Class,5,4,1,Late delivery
47610,Standard Class,6,4,1,Late delivery
64119,Standard Class,5,4,1,Late delivery
62734,Standard Class,5,4,1,Late delivery
10449,Standard Class,5,4,1,Late delivery
11929,Standard Class,5,4,1,Late delivery
14720,Standard Class,6,4,1,Late delivery
17694,Standard Class,5,4,1,Late delivery
16875,Standard Class,6,4,1,Late delivery
66115,Standard Class,6,4,1,Late delivery
65525,Standard Class,6,4,1,Late delivery
68310,Standard Class,6,4,1,Late delivery
42429,Standard Class,5,4,1,Late delivery
645,Standard Class,6,4,1,Late delivery
59885,Standard Class,6,4,1,Late delivery
52254,Standard Class,5,4,1,Late delivery
3385,Standard Class,6,4,1,Late delivery
59880,Standard Class,6,4,1,Late delivery
6714,Standard Class,5,4,1,Late delivery
6190,Standard Class,6,4,1,Late delivery
51889,Standard Class,5,4,1,Late delivery
45,Standard Class,6,4,1,Late delivery
3219,Standard Class,5,4,1,Late delivery
4494,Standard Class,5,4,1,Late delivery
5750,Standard Class,6,4,1,Late delivery
3949,Standard Class,5,4,1,Late delivery
57895,Standard Class,6,4,1,Late delivery
6900,Standard Class,6,4,1,Late delivery
6185,Standard Class,6,4,1,Late delivery
28600,Standard Class,6,4,1,Late delivery
28345,Standard Class,6,4,1,Late delivery
29700,Standard Class,6,4,1,Late delivery
23459,Standard Class,5,4,1,Late delivery
32955,Standard Class,6,4,1,Late delivery
31510,Standard Class,6,4,1,Late delivery
12818,First Class,2,1,1,Late delivery
63416,First Class,2,1,1,Late delivery
58390,First Class,2,1,1,Late delivery
54597,First Class,2,1,1,Late delivery
56350,First Class,2,1,1,Late delivery
60187,First Class,2,1,1,Late delivery
58636,First Class,2,1,1,Late delivery
9704,First Class,2,1,1,Late delivery
3872,First Class,2,1,1,Late delivery
10170,First Class,2,1,1,Late delivery
4941,First Class,2,1,1,Late delivery
54914,First Class,2,1,1,Late delivery
57564,First Class,2,1,1,Late delivery
57301,First Class,2,1,1,Late delivery
1323,First Class,2,1,1,Late delivery
8227,First Class,2,1,1,Late delivery
3773,First Class,2,1,1,Late delivery
934,First Class,2,1,1,Late delivery
56595,First Class,2,1,1,Late delivery
7906,First Class,2,1,1,Late delivery
58323,First Class,2,1,1,Late delivery
57310,First Class,2,1,1,Late delivery
53294,First Class,2,1,1,Late delivery
54238,First Class,2,1,1,Late delivery
54415,First Class,2,1,1,Late delivery
1284,First Class,2,1,1,Late delivery
30464,First Class,2,1,1,Late delivery
25641,First Class,2,1,1,Late delivery
24327,First Class,2,1,1,Late delivery
29874,First Class,2,1,1,Late delivery
30739,First Class,2,1,1,Late delivery
22585,First Class,2,1,1,Late delivery
23733,First Class,2,1,1,Late delivery
29136,First Class,2,1,1,Late delivery
46459,First Class,2,1,1,Late delivery
26352,First Class,2,1,1,Late delivery
28911,First Class,2,1,1,Late delivery
29937,First Class,2,1,1,Late delivery
42443,First Class,2,1,1,Late delivery
30451,First Class,2,1,1,Late delivery
24911,First Class,2,1,1,Late delivery
30540,First Class,2,1,1,Late delivery
26631,First Class,2,1,1,Late delivery
32943,First Class,2,1,1,Late delivery
39123,First Class,2,1,1,Late delivery
34025,First Class,2,1,1,Late delivery
35783,First Class,2,1,1,Late delivery
38334,First Class,2,1,1,Late delivery
35636,First Class,2,1,1,Late delivery
35035,First Class,2,1,1,Late delivery
50661,First Class,2,1,1,Late delivery
47025,First Class,2,1,1,Late delivery
47569,First Class,2,1,1,Late delivery
48414,First Class,2,1,1,Late delivery
51141,First Class,2,1,1,Late delivery
12590,First Class,2,1,1,Late delivery
47696,First Class,2,1,1,Late delivery
67272,First Class,2,1,1,Late delivery
62187,First Class,2,1,1,Late delivery
19811,First Class,2,1,1,Late delivery
14919,First Class,2,1,1,Late delivery
66989,First Class,2,1,1,Late delivery
19792,First Class,2,1,1,Late delivery
63635,First Class,2,1,1,Late delivery
14419,First Class,2,1,1,Late delivery
18941,First Class,2,1,1,Late delivery
61982,First Class,2,1,1,Late delivery
50494,First Class,2,1,1,Late delivery
14109,First Class,2,1,1,Late delivery
68210,First Class,2,1,1,Late delivery
10914,First Class,2,1,1,Late delivery
14839,First Class,2,1,1,Late delivery
65087,First Class,2,1,1,Late delivery
10410,First Class,2,1,1,Late delivery
59437,First Class,2,1,1,Late delivery
6945,First Class,2,1,1,Late delivery
51812,First Class,2,1,1,Late delivery
57875,First Class,2,1,1,Late delivery
56761,First Class,2,1,1,Late delivery
54971,First Class,2,1,1,Late delivery
52809,First Class,2,1,1,Late delivery
995,First Class,2,1,1,Late delivery
4033,First Class,2,1,1,Late delivery
51343,First Class,2,1,1,Late delivery
8957,First Class,2,1,1,Late delivery
8159,First Class,2,1,1,Late delivery
60434,First Class,2,1,1,Late delivery
6720,First Class,2,1,1,Late delivery
54414,First Class,2,1,1,Late delivery
4224,First Class,2,1,1,Late delivery
27937,First Class,2,1,1,Late delivery
27732,First Class,2,1,1,Late delivery
29238,First Class,2,1,1,Late delivery
31153,First Class,2,1,1,Late delivery
49743,First Class,2,1,1,Late delivery
38073,First Class,2,1,1,Late delivery
31316,First Class,2,1,1,Late delivery
40896,First Class,2,1,1,Late delivery
37812,First Class,2,1,1,Late delivery
39113,First Class,2,1,1,Late delivery
35687,First Class,2,1,1,Late delivery
31765,First Class,2,1,1,Late delivery
39257,First Class,2,1,1,Late delivery
37698,First Class,2,1,1,Late delivery
41238,First Class,2,1,1,Late delivery
31804,First Class,2,1,1,Late delivery
36767,First Class,2,1,1,Late delivery
35947,First Class,2,1,1,Late delivery
46191,First Class,2,1,1,Late delivery
43342,First Class,2,1,1,Late delivery
46619,First Class,2,1,1,Late delivery
47111,First Class,2,1,1,Late delivery
17438,First Class,2,1,1,Late delivery
19491,First Class,2,1,1,Late delivery
11633,First Class,2,1,1,Late delivery
64196,First Class,2,1,1,Late delivery
19795,First Class,2,1,1,Late delivery
10642,First Class,2,1,1,Late delivery
62992,First Class,2,1,1,Late delivery
63411,First Class,2,1,1,Late delivery
14366,First Class,2,1,1,Late delivery
64385,First Class,2,1,1,Late delivery
17540,First Class,2,1,1,Late delivery
64681,First Class,2,1,1,Late delivery
11068,First Class,2,1,1,Late delivery
42333,First Class,2,1,1,Late delivery
16476,First Class,2,1,1,Late delivery
15584,First Class,2,1,1,Late delivery
67615,First Class,2,1,1,Late delivery
67050,First Class,2,1,1,Late delivery
54037,First Class,2,1,1,Late delivery
3175,First Class,2,1,1,Late delivery
58304,First Class,2,1,1,Late delivery
52935,First Class,2,1,1,Late delivery
59468,First Class,2,1,1,Late delivery
7546,First Class,2,1,1,Late delivery
51303,First Class,2,1,1,Late delivery
2658,First Class,2,1,1,Late delivery
9123,First Class,2,1,1,Late delivery
53636,First Class,2,1,1,Late delivery
557,First Class,2,1,1,Late delivery
60718,First Class,2,1,1,Late delivery
54218,First Class,2,1,1,Late delivery
56364,First Class,2,1,1,Late delivery
4717,First Class,2,1,1,Late delivery
30692,First Class,2,1,1,Late delivery
45370,First Class,2,1,1,Late delivery
23164,First Class,2,1,1,Late delivery
26558,First Class,2,1,1,Late delivery
49378,First Class,2,1,1,Late delivery
22828,First Class,2,1,1,Late delivery
28706,First Class,2,1,1,Late delivery
21663,First Class,2,1,1,Late delivery
49446,First Class,2,1,1,Late delivery
44951,First Class,2,1,1,Late delivery
28410,First Class,2,1,1,Late delivery
24199,First Class,2,1,1,Late delivery
30954,First Class,2,1,1,Late delivery
50956,First Class,2,1,1,Late delivery
32648,First Class,2,1,1,Late delivery
35573,First Class,2,1,1,Late delivery
39933,First Class,2,1,1,Late delivery
36426,First Class,2,1,1,Late delivery
35928,First Class,2,1,1,Late delivery
31942,First Class,2,1,1,Late delivery
47965,First Class,2,1,1,Late delivery
35612,First Class,2,1,1,Late delivery
31658,First Class,2,1,1,Late delivery
31391,First Class,2,1,1,Late delivery
43250,First Class,2,1,1,Late delivery
18415,First Class,2,1,1,Late delivery
11955,First Class,2,1,1,Late delivery
18346,First Class,2,1,1,Late delivery
65091,First Class,2,1,1,Late delivery
18072,First Class,2,1,1,Late delivery
16000,First Class,2,1,1,Late delivery
64098,First Class,2,1,1,Late delivery
17129,First Class,2,1,1,Late delivery
10755,First Class,2,1,1,Late delivery
66684,First Class,2,1,1,Late delivery
2792,First Class,2,1,1,Late delivery
3235,First Class,2,1,1,Late delivery
51797,First Class,2,1,1,Late delivery
7593,First Class,2,1,1,Late delivery
1674,First Class,2,1,1,Late delivery
57565,First Class,2,1,1,Late delivery
9732,First Class,2,1,1,Late delivery
2073,First Class,2,1,1,Late delivery
60846,First Class,2,1,1,Late delivery
9683,First Class,2,1,1,Late delivery
54363,First Class,2,1,1,Late delivery
3579,First Class,2,1,1,Late delivery
59372,First Class,2,1,1,Late delivery
759,First Class,2,1,1,Late delivery
53843,First Class,2,1,1,Late delivery
7723,First Class,2,1,1,Late delivery
9619,First Class,2,1,1,Late delivery
60394,First Class,2,1,1,Late delivery
24194,First Class,2,1,1,Late delivery
46099,First Class,2,1,1,Late delivery
24527,First Class,2,1,1,Late delivery
50050,First Class,2,1,1,Late delivery
28074,First Class,2,1,1,Late delivery
20545,First Class,2,1,1,Late delivery
32270,First Class,2,1,1,Late delivery
34843,First Class,2,1,1,Late delivery
39755,First Class,2,1,1,Late delivery
42784,First Class,2,1,1,Late delivery
39466,First Class,2,1,1,Late delivery
39711,First Class,2,1,1,Late delivery
38523,First Class,2,1,1,Late delivery
32980,First Class,2,1,1,Late delivery
38210,First Class,2,1,1,Late delivery
50536,First Class,2,1,1,Late delivery
49250,First Class,2,1,1,Late delivery
46055,First Class,2,1,1,Late delivery
43084,First Class,2,1,1,Late delivery
49631,First Class,2,1,1,Late delivery
42973,First Class,2,1,1,Late delivery
50237,First Class,2,1,1,Late delivery
61804,First Class,2,1,1,Late delivery
18071,First Class,2,1,1,Late delivery
64954,First Class,2,1,1,Late delivery
16841,First Class,2,1,1,Late delivery
65324,First Class,2,1,1,Late delivery
18186,First Class,2,1,1,Late delivery
68176,First Class,2,1,1,Late delivery
44158,First Class,2,1,1,Late delivery
66318,First Class,2,1,1,Late delivery
67507,First Class,2,1,1,Late delivery
62393,First Class,2,1,1,Late delivery
65262,First Class,2,1,1,Late delivery
18691,First Class,2,1,1,Late delivery
60281,First Class,2,1,1,Late delivery
1430,First Class,2,1,1,Late delivery
53317,First Class,2,1,1,Late delivery
60936,First Class,2,1,1,Late delivery
51964,First Class,2,1,1,Late delivery
8211,First Class,2,1,1,Late delivery
52758,First Class,2,1,1,Late delivery
5653,First Class,2,1,1,Late delivery
56093,First Class,2,1,1,Late delivery
51883,First Class,2,1,1,Late delivery
54416,First Class,2,1,1,Late delivery
2343,First Class,2,1,1,Late delivery
53216,First Class,2,1,1,Late delivery
7318,First Class,2,1,1,Late delivery
4638,First Class,2,1,1,Late delivery
977,First Class,2,1,1,Late delivery
57704,First Class,2,1,1,Late delivery
57288,First Class,2,1,1,Late delivery
54543,First Class,2,1,1,Late delivery
9844,First Class,2,1,1,Late delivery
55572,First Class,2,1,1,Late delivery
23199,First Class,2,1,1,Late delivery
27977,First Class,2,1,1,Late delivery
44421,First Class,2,1,1,Late delivery
31042,First Class,2,1,1,Late delivery
22455,First Class,2,1,1,Late delivery
21361,First Class,2,1,1,Late delivery
23264,First Class,2,1,1,Late delivery
27739,First Class,2,1,1,Late delivery
26382,First Class,2,1,1,Late delivery
45546,First Class,2,1,1,Late delivery
33787,First Class,2,1,1,Late delivery
32772,First Class,2,1,1,Late delivery
40405,First Class,2,1,1,Late delivery
35150,First Class,2,1,1,Late delivery
39642,First Class,2,1,1,Late delivery
37725,First Class,2,1,1,Late delivery
39588,First Class,2,1,1,Late delivery
34826,First Class,2,1,1,Late delivery
32634,First Class,2,1,1,Late delivery
42109,Same Day,1,0,1,Late delivery
47579,Same Day,1,0,1,Late delivery
64315,Same Day,1,0,1,Late delivery
63905,Same Day,1,0,1,Late delivery
68347,Same Day,1,0,1,Late delivery
17851,Same Day,1,0,1,Late delivery
59170,Same Day,1,0,1,Late delivery
55527,Same Day,1,0,1,Late delivery
4086,Same Day,1,0,1,Late delivery
56427,Same Day,1,0,1,Late delivery
4020,Same Day,1,0,1,Late delivery
26484,Same Day,1,0,1,Late delivery
27059,Same Day,1,0,1,Late delivery
38013,Same Day,1,0,1,Late delivery
34179,Same Day,1,0,1,Late delivery
33768,Same Day,1,0,1,Late delivery
64109,Same Day,1,0,1,Late delivery
522,Same Day,1,0,1,Late delivery
